date,annualized_returns,cash,daily_pnl,daily_returns,market_value,static_unit_net_value,total_returns,total_value,unit_net_value,units
2014-10-10,0.001,1009710.589,-0.0,0.0,0.0,1.01,0.01,1009710.589,1.01,1000000
2014-10-13,0.001,1009710.589,-0.0,0.0,0.0,1.01,0.01,1009710.589,1.01,1000000
2014-10-14,0.001,1009710.589,-0.0,0.0,0.0,1.01,0.01,1009710.589,1.01,1000000
2014-10-15,0.001,1009710.589,-0.0,0.0,0.0,1.01,0.01,1009710.589,1.01,1000000
2014-10-16,0.001,123.565,-807.024,-0.001,1008780.0,1.01,0.009,1008903.565,1.009,1000000
2014-10-17,0.0,123.565,-7912.0,-0.008,1000868.0,1.009,0.001,1000991.565,1.001,1000000
2014-10-20,0.001,123.565,4945.0,0.005,1005813.0,1.001,0.006,1005936.565,1.006,1000000
2014-10-21,-0.0,123.565,-7912.0,-0.008,997901.0,1.006,-0.002,998024.565,0.998,1000000
2014-10-22,-0.0,997215.563,-809.002,-0.001,0.0,0.998,-0.003,997215.563,0.997,1000000
2014-10-23,-0.0,66.482,-797.082,-0.001,996352.0,0.997,-0.004,996418.482,0.996,1000000
2014-10-24,-0.001,66.482,-5838.0,-0.006,990514.0,0.996,-0.009,990580.482,0.991,1000000
2014-10-27,-0.003,66.482,-15568.0,-0.016,974946.0,0.991,-0.025,975012.482,0.975,1000000
2014-10-28,-0.001,66.482,14595.0,0.015,989541.0,0.975,-0.01,989607.482,0.99,1000000
2014-10-29,0.0,66.482,12649.0,0.013,1002190.0,0.99,0.002,1002256.482,1.002,1000000
2014-10-30,0.002,66.482,12649.0,0.013,1014839.0,1.002,0.015,1014905.482,1.015,1000000
2014-10-31,0.008,66.482,58380.0,0.058,1073219.0,1.015,0.073,1073285.482,1.073,1000000
2014-11-03,0.008,66.482,7784.0,0.007,1081003.0,1.073,0.081,1081069.482,1.081,1000000
2014-11-04,0.006,66.482,-25298.0,-0.023,1055705.0,1.081,0.056,1055771.482,1.056,1000000
2014-11-05,0.005,66.482,-2919.0,-0.003,1052786.0,1.056,0.053,1052852.482,1.053,1000000
2014-11-06,0.006,66.482,1946.0,0.002,1054732.0,1.053,0.055,1054798.482,1.055,1000000
2014-11-07,0.006,66.482,6811.0,0.006,1061543.0,1.055,0.062,1061609.482,1.062,1000000
2014-11-10,0.009,66.482,22379.0,0.021,1083922.0,1.062,0.084,1083988.482,1.084,1000000
2014-11-11,0.01,66.482,12649.0,0.012,1096571.0,1.084,0.097,1096637.482,1.097,1000000
2014-11-12,0.009,66.482,-6811.0,-0.006,1089760.0,1.097,0.09,1089826.482,1.09,1000000
2014-11-13,0.008,66.482,-14595.0,-0.013,1075165.0,1.09,0.075,1075231.482,1.075,1000000
2014-11-14,0.007,66.482,-11676.0,-0.011,1063489.0,1.075,0.064,1063555.482,1.064,1000000
2014-11-17,0.005,66.482,-16541.0,-0.016,1046948.0,1.064,0.047,1047014.482,1.047,1000000
2014-11-18,0.003,1030561.246,-16453.235,-0.016,0.0,1.047,0.031,1030561.246,1.031,1000000
2014-11-19,0.003,1030561.246,0.0,0.0,0.0,1.031,0.031,1030561.246,1.031,1000000
2014-11-20,0.003,1030561.246,0.0,0.0,0.0,1.031,0.031,1030561.246,1.031,1000000
2014-11-21,0.003,1030561.246,0.0,0.0,0.0,1.031,0.031,1030561.246,1.031,1000000
2014-11-24,0.003,1030561.246,0.0,0.0,0.0,1.031,0.031,1030561.246,1.031,1000000
2014-11-25,0.003,1030561.246,0.0,0.0,0.0,1.031,0.031,1030561.246,1.031,1000000
2014-11-26,0.003,1030561.246,0.0,0.0,0.0,1.031,0.031,1030561.246,1.031,1000000
2014-11-27,0.003,-604.026,-824.273,-0.001,1030341.0,1.031,0.03,1029736.974,1.03,1000000
2014-11-28,0.013,-604.026,102943.0,0.1,1133284.0,1.03,0.133,1132679.974,1.133,1000000
2014-12-01,0.011,-604.026,-22775.0,-0.02,1110509.0,1.133,0.11,1109904.974,1.11,1000000
2014-12-02,0.019,-604.026,84723.0,0.076,1195232.0,1.11,0.195,1194627.974,1.195,1000000
2014-12-03,0.019,-604.026,-1822.0,-0.002,1193410.0,1.195,0.193,1192805.974,1.193,1000000
2014-12-04,0.026,-604.026,78346.0,0.066,1271756.0,1.193,0.271,1271151.974,1.271,1000000
2014-12-05,0.03,-604.026,51927.0,0.041,1323683.0,1.271,0.323,1323078.974,1.323,1000000
2014-12-08,0.035,-604.026,63770.0,0.048,1387453.0,1.323,0.387,1386848.974,1.387,1000000
2014-12-09,0.024,-604.026,-138472.0,-0.1,1248981.0,1.387,0.248,1248376.974,1.248,1000000
2014-12-10,0.027,-604.026,43728.0,0.035,1292709.0,1.248,0.292,1292104.974,1.292,1000000
2014-12-11,0.025,-604.026,-24597.0,-0.019,1268112.0,1.292,0.268,1267507.974,1.268,1000000
2014-12-12,0.025,-604.026,1822.0,0.001,1269934.0,1.268,0.269,1269329.974,1.269,1000000
2014-12-15,0.022,-604.026,-32796.0,-0.026,1237138.0,1.269,0.237,1236533.974,1.237,1000000
2014-12-16,0.029,-604.026,73791.0,0.06,1310929.0,1.237,0.31,1310324.974,1.31,1000000
2014-12-17,0.036,-604.026,88367.0,0.067,1399296.0,1.31,0.399,1398691.974,1.399,1000000
2014-12-18,0.032,-604.026,-42817.0,-0.031,1356479.0,1.399,0.356,1355874.974,1.356,1000000
2014-12-19,0.033,-604.026,10021.0,0.007,1366500.0,1.356,0.366,1365895.974,1.366,1000000
2014-12-22,0.036,-604.026,30974.0,0.023,1397474.0,1.366,0.397,1396869.974,1.397,1000000
2014-12-23,0.031,-604.026,-53749.0,-0.038,1343725.0,1.397,0.343,1343120.974,1.343,1000000
2014-12-24,0.026,1278865.775,-64255.199,-0.048,0.0,1.343,0.279,1278865.775,1.279,1000000
2014-12-25,0.026,1278865.775,0.0,0.0,0.0,1.279,0.279,1278865.775,1.279,1000000
2014-12-26,0.026,1278865.775,0.0,0.0,0.0,1.279,0.279,1278865.775,1.279,1000000
2014-12-29,0.026,1278865.775,0.0,0.0,0.0,1.279,0.279,1278865.775,1.279,1000000
2014-12-30,0.026,1278865.775,0.0,0.0,0.0,1.279,0.279,1278865.775,1.279,1000000
2014-12-31,0.026,1278865.775,0.0,0.0,0.0,1.279,0.279,1278865.775,1.279,1000000
2015-01-05,0.026,-552.942,-1022.717,-0.001,1278396.0,1.279,0.278,1277843.058,1.278,1000000
2015-01-06,0.024,-552.942,-19152.0,-0.015,1259244.0,1.278,0.259,1258691.058,1.259,1000000
2015-01-07,0.022,1232527.511,-26163.547,-0.021,0.0,1.259,0.233,1232527.511,1.233,1000000
2015-01-08,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-09,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-12,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-13,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-14,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-15,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-16,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-19,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-20,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-21,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-22,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-23,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-26,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-27,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-28,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-29,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-01-30,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-02,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-03,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-04,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-05,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-06,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-09,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-10,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-11,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-12,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-13,0.022,1232527.511,0.0,0.0,0.0,1.233,0.233,1232527.511,1.233,1000000
2015-02-16,0.022,-378.025,-985.536,-0.001,1231920.0,1.233,0.232,1231541.975,1.232,1000000
2015-02-17,0.022,-378.025,6195.0,0.005,1238115.0,1.232,0.238,1237736.975,1.238,1000000
2015-02-25,0.021,-378.025,-16815.0,-0.014,1221300.0,1.238,0.221,1220921.975,1.221,1000000
2015-02-26,0.023,-378.025,23895.0,0.02,1245195.0,1.221,0.245,1244816.975,1.245,1000000
2015-02-27,0.022,-378.025,-7080.0,-0.006,1238115.0,1.245,0.238,1237736.975,1.238,1000000
2015-03-02,0.022,-378.025,3540.0,0.003,1241655.0,1.238,0.241,1241276.975,1.241,1000000
2015-03-03,0.019,-378.025,-38055.0,-0.031,1203600.0,1.241,0.203,1203221.975,1.203,1000000
2015-03-04,0.019,-378.025,-2655.0,-0.002,1200945.0,1.203,0.201,1200566.975,1.201,1000000
2015-03-05,0.017,1181620.541,-18946.434,-0.016,0.0,1.201,0.182,1181620.541,1.182,1000000
2015-03-06,0.017,1181620.541,0.0,0.0,0.0,1.182,0.182,1181620.541,1.182,1000000
2015-03-09,0.017,-849.679,-945.22,-0.001,1181525.0,1.182,0.181,1180675.321,1.181,1000000
2015-03-10,0.014,-849.679,-31730.0,-0.027,1149795.0,1.181,0.149,1148945.321,1.149,1000000
2015-03-11,0.015,-849.679,7515.0,0.007,1157310.0,1.149,0.156,1156460.321,1.156,1000000
2015-03-12,0.02,-849.679,61790.0,0.053,1219100.0,1.156,0.218,1218250.321,1.218,1000000
2015-03-13,0.023,-849.679,32565.0,0.027,1251665.0,1.218,0.251,1250815.321,1.251,1000000
2015-03-16,0.026,-849.679,35070.0,0.028,1286735.0,1.251,0.286,1285885.321,1.286,1000000
2015-03-17,0.026,-849.679,-835.0,-0.001,1285900.0,1.286,0.285,1285050.321,1.285,1000000
2015-03-18,0.027,-849.679,9185.0,0.007,1295085.0,1.285,0.294,1294235.321,1.294,1000000
2015-03-19,0.024,-849.679,-26720.0,-0.021,1268365.0,1.294,0.268,1267515.321,1.268,1000000
2015-03-20,0.025,-849.679,10855.0,0.009,1279220.0,1.268,0.278,1278370.321,1.278,1000000
2015-03-23,0.026,-849.679,9185.0,0.007,1288405.0,1.278,0.288,1287555.321,1.288,1000000
2015-03-24,0.026,-849.679,-6680.0,-0.005,1281725.0,1.288,0.281,1280875.321,1.281,1000000
2015-03-25,0.022,-849.679,-36740.0,-0.029,1244985.0,1.281,0.244,1244135.321,1.244,1000000
2015-03-26,0.024,-849.679,16700.0,0.013,1261685.0,1.244,0.261,1260835.321,1.261,1000000
2015-03-27,0.024,-849.679,-2505.0,-0.002,1259180.0,1.261,0.258,1258330.321,1.258,1000000
2015-03-30,0.028,-849.679,48430.0,0.038,1307610.0,1.258,0.307,1306760.321,1.307,1000000
2015-03-31,0.028,-849.679,7515.0,0.006,1315125.0,1.307,0.314,1314275.321,1.314,1000000
2015-04-01,0.03,-849.679,17535.0,0.013,1332660.0,1.314,0.332,1331810.321,1.332,1000000
2015-04-02,0.028,-849.679,-13360.0,-0.01,1319300.0,1.332,0.318,1318450.321,1.318,1000000
2015-04-03,0.029,-849.679,4175.0,0.003,1323475.0,1.318,0.323,1322625.321,1.323,1000000
2015-04-07,0.035,-849.679,80160.0,0.061,1403635.0,1.323,0.403,1402785.321,1.403,1000000
2015-04-08,0.042,-849.679,92685.0,0.066,1496320.0,1.403,0.495,1495470.321,1.495,1000000
2015-04-09,0.042,-849.679,6680.0,0.004,1503000.0,1.495,0.502,1502150.321,1.502,1000000
2015-04-10,0.052,-849.679,150300.0,0.1,1653300.0,1.502,0.652,1652450.321,1.652,1000000
2015-04-13,0.034,13679.321,-257681.0,-0.156,1381090.0,1.652,0.395,1394769.321,1.395,1000000
2015-04-14,0.033,13679.321,-20040.0,-0.014,1361050.0,1.395,0.375,1374729.321,1.375,1000000
2015-04-15,0.035,13679.321,29225.0,0.021,1390275.0,1.375,0.404,1403954.321,1.404,1000000
2015-04-16,0.037,13679.321,29225.0,0.021,1419500.0,1.404,0.433,1433179.321,1.433,1000000
2015-04-17,0.037,13679.321,-5845.0,-0.004,1413655.0,1.433,0.427,1427334.321,1.427,1000000
2015-04-20,0.033,13679.321,-52605.0,-0.037,1361050.0,1.427,0.375,1374729.321,1.375,1000000
2015-04-21,0.034,13679.321,21710.0,0.016,1382760.0,1.375,0.396,1396439.321,1.396,1000000
2015-04-22,0.037,13679.321,32565.0,0.023,1415325.0,1.396,0.429,1429004.321,1.429,1000000
2015-04-23,0.035,13679.321,-24215.0,-0.017,1391110.0,1.429,0.405,1404789.321,1.405,1000000
2015-04-24,0.032,13679.321,-43420.0,-0.031,1347690.0,1.405,0.361,1361369.321,1.361,1000000
2015-04-27,0.033,1382281.395,20912.074,0.015,0.0,1.361,0.382,1382281.395,1.382,1000000
2015-04-28,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-04-29,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-04-30,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-04,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-05,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-06,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-07,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-08,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-11,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-12,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-13,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-14,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-15,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-18,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-19,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-20,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-21,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-22,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-25,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-26,0.033,1382281.395,0.0,0.0,0.0,1.382,0.382,1382281.395,1.382,1000000
2015-05-27,0.033,152.576,-1104.819,-0.001,1381024.0,1.382,0.381,1381176.576,1.381,1000000
2015-05-28,0.026,1296714.556,-84462.02,-0.061,0.0,1.381,0.297,1296714.556,1.297,1000000
2015-05-29,0.026,1296714.556,0.0,0.0,0.0,1.297,0.297,1296714.556,1.297,1000000
2015-06-01,0.026,1296714.556,0.0,0.0,0.0,1.297,0.297,1296714.556,1.297,1000000
2015-06-02,0.026,1296714.556,0.0,0.0,0.0,1.297,0.297,1296714.556,1.297,1000000
2015-06-03,0.026,1296714.556,0.0,0.0,0.0,1.297,0.297,1296714.556,1.297,1000000
2015-06-04,0.026,1296714.556,0.0,0.0,0.0,1.297,0.297,1296714.556,1.297,1000000
2015-06-05,0.026,1296714.556,0.0,0.0,0.0,1.297,0.297,1296714.556,1.297,1000000
2015-06-08,0.026,657.539,-1036.017,-0.001,1295021.0,1.297,0.296,1295678.539,1.296,1000000
2015-06-09,0.024,657.539,-23219.0,-0.018,1271802.0,1.296,0.272,1272459.539,1.272,1000000
2015-06-10,0.022,657.539,-22470.0,-0.018,1249332.0,1.272,0.25,1249989.539,1.25,1000000
2015-06-11,0.021,657.539,-14980.0,-0.012,1234352.0,1.25,0.235,1235009.539,1.235,1000000
2015-06-12,0.021,657.539,2247.0,0.002,1236599.0,1.235,0.237,1237256.539,1.237,1000000
2015-06-15,0.018,1190919.205,-46337.334,-0.037,0.0,1.237,0.191,1190919.205,1.191,1000000
2015-06-16,0.018,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-06-17,0.018,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-06-18,0.018,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-06-19,0.018,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-06-23,0.018,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-06-24,0.018,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-06-25,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-06-26,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-06-29,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-06-30,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-07-01,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-07-02,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-07-03,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-07-06,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-07-07,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-07-08,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-07-09,0.017,1190919.205,0.0,0.0,0.0,1.191,0.191,1190919.205,1.191,1000000
2015-07-10,0.017,-319.024,-952.229,-0.001,1190286.0,1.191,0.19,1189966.976,1.19,1000000
2015-07-13,0.014,-319.024,-33642.0,-0.028,1156644.0,1.19,0.156,1156324.976,1.156,1000000
2015-07-14,0.01,-319.024,-45657.0,-0.039,1110987.0,1.156,0.111,1110667.976,1.111,1000000
2015-07-15,0.008,-319.024,-23229.0,-0.021,1087758.0,1.111,0.087,1087438.976,1.087,1000000
2015-07-16,0.008,-319.024,1602.0,0.001,1089360.0,1.087,0.089,1089040.976,1.089,1000000
2015-07-17,0.01,-319.024,17622.0,0.016,1106982.0,1.089,0.107,1106662.976,1.107,1000000
2015-07-20,0.008,-319.024,-17622.0,-0.016,1089360.0,1.107,0.089,1089040.976,1.089,1000000
2015-07-21,0.008,-319.024,-2403.0,-0.002,1086957.0,1.089,0.087,1086637.976,1.087,1000000
2015-07-22,0.008,-319.024,-4005.0,-0.004,1082952.0,1.087,0.083,1082632.976,1.083,1000000
2015-07-23,0.009,-319.024,12015.0,0.011,1094967.0,1.083,0.095,1094647.976,1.095,1000000
2015-07-24,0.007,-319.024,-23229.0,-0.021,1071738.0,1.095,0.071,1071418.976,1.071,1000000
2015-07-27,-0.001,994331.377,-77087.599,-0.072,0.0,1.071,-0.006,994331.377,0.994,1000000
2015-07-28,-0.001,994331.377,0.0,0.0,0.0,0.994,-0.006,994331.377,0.994,1000000
2015-07-29,-0.001,994331.377,0.0,0.0,0.0,0.994,-0.006,994331.377,0.994,1000000
2015-07-30,-0.001,994331.377,0.0,0.0,0.0,0.994,-0.006,994331.377,0.994,1000000
2015-07-31,-0.001,994331.377,0.0,0.0,0.0,0.994,-0.006,994331.377,0.994,1000000
2015-08-03,-0.001,994331.377,0.0,0.0,0.0,0.994,-0.006,994331.377,0.994,1000000
2015-08-04,-0.001,994331.377,0.0,0.0,0.0,0.994,-0.006,994331.377,0.994,1000000
2015-08-05,-0.001,185.696,-794.681,-0.001,993351.0,0.994,-0.006,993536.696,0.994,1000000
2015-08-06,-0.001,185.696,-4734.0,-0.005,988617.0,0.994,-0.011,988802.696,0.989,1000000
2015-08-07,-0.0,185.696,6312.0,0.006,994929.0,0.989,-0.005,995114.696,0.995,1000000
2015-08-10,0.002,185.696,24459.0,0.025,1019388.0,0.995,0.02,1019573.696,1.02,1000000
2015-08-11,0.001,185.696,-6312.0,-0.006,1013076.0,1.02,0.013,1013261.696,1.013,1000000
2015-08-12,-0.001,185.696,-21303.0,-0.021,991773.0,1.013,-0.008,991958.696,0.992,1000000
2015-08-13,-0.001,185.696,0.0,0.0,991773.0,0.992,-0.008,991958.696,0.992,1000000
2015-08-14,-0.0,185.696,5523.0,0.006,997296.0,0.992,-0.003,997481.696,0.997,1000000
2015-08-17,-0.001,185.696,-7890.0,-0.008,989406.0,0.997,-0.01,989591.696,0.99,1000000
2015-08-18,-0.003,185.696,-21303.0,-0.022,968103.0,0.99,-0.032,968288.696,0.968,1000000
2015-08-19,-0.003,185.696,-3156.0,-0.003,964947.0,0.968,-0.035,965132.696,0.965,1000000
2015-08-20,-0.005,185.696,-14202.0,-0.015,950745.0,0.965,-0.049,950930.696,0.951,1000000
2015-08-21,-0.01,905902.466,-45028.23,-0.047,0.0,0.951,-0.094,905902.466,0.906,1000000
2015-08-24,-0.01,905902.466,0.0,0.0,0.0,0.906,-0.094,905902.466,0.906,1000000
2015-08-25,-0.01,905902.466,0.0,0.0,0.0,0.906,-0.094,905902.466,0.906,1000000
2015-08-26,-0.01,905902.466,0.0,0.0,0.0,0.906,-0.094,905902.466,0.906,1000000
2015-08-27,-0.01,905902.466,0.0,0.0,0.0,0.906,-0.094,905902.466,0.906,1000000
2015-08-28,-0.01,905902.466,0.0,0.0,0.0,0.906,-0.094,905902.466,0.906,1000000
2015-08-31,-0.01,905902.466,0.0,0.0,0.0,0.906,-0.094,905902.466,0.906,1000000
2015-09-01,-0.01,404.647,-723.819,-0.001,904774.0,0.906,-0.095,905178.647,0.905,1000000
2015-09-02,-0.007,404.647,21114.0,0.023,925888.0,0.905,-0.074,926292.647,0.926,1000000
2015-09-07,-0.015,404.647,-74290.0,-0.08,851598.0,0.926,-0.148,852002.647,0.852,1000000
2015-09-08,-0.014,404.647,8602.0,0.01,860200.0,0.852,-0.139,860604.647,0.861,1000000
2015-09-09,-0.014,404.647,7820.0,0.009,868020.0,0.861,-0.132,868424.647,0.868,1000000
2015-09-10,-0.014,404.647,-3910.0,-0.005,864110.0,0.868,-0.135,864514.647,0.865,1000000
2015-09-11,-0.015,404.647,-7038.0,-0.008,857072.0,0.865,-0.143,857476.647,0.857,1000000
2015-09-14,-0.016,404.647,-7038.0,-0.008,850034.0,0.857,-0.15,850438.647,0.85,1000000
2015-09-15,-0.018,404.647,-23460.0,-0.028,826574.0,0.85,-0.173,826978.647,0.827,1000000
2015-09-16,-0.015,404.647,25806.0,0.031,852380.0,0.827,-0.147,852784.647,0.853,1000000
2015-09-17,-0.016,404.647,-10166.0,-0.012,842214.0,0.853,-0.157,842618.647,0.843,1000000
2015-09-18,-0.016,404.647,3128.0,0.004,845342.0,0.843,-0.154,845746.647,0.846,1000000
2015-09-21,-0.016,404.647,782.0,0.001,846124.0,0.846,-0.153,846528.647,0.847,1000000
2015-09-22,-0.015,404.647,10948.0,0.013,857072.0,0.847,-0.143,857476.647,0.857,1000000
2015-09-23,-0.017,404.647,-20332.0,-0.024,836740.0,0.857,-0.163,837144.647,0.837,1000000
2015-09-24,-0.017,404.647,782.0,0.001,837522.0,0.837,-0.162,837926.647,0.838,1000000
2015-09-25,-0.018,404.647,-12512.0,-0.015,825010.0,0.838,-0.175,825414.647,0.825,1000000
2015-09-28,-0.019,404.647,-1564.0,-0.002,823446.0,0.825,-0.176,823850.647,0.824,1000000
2015-09-29,-0.02,404.647,-11730.0,-0.014,811716.0,0.824,-0.188,812120.647,0.812,1000000
2015-09-30,-0.019,404.647,8602.0,0.011,820318.0,0.812,-0.179,820722.647,0.821,1000000
2015-10-08,-0.017,404.647,16422.0,0.02,836740.0,0.821,-0.163,837144.647,0.837,1000000
2015-10-09,-0.015,404.647,15640.0,0.019,852380.0,0.837,-0.147,852784.647,0.853,1000000
2015-10-12,-0.012,404.647,25806.0,0.03,878186.0,0.853,-0.121,878590.647,0.879,1000000
2015-10-13,-0.013,404.647,-7820.0,-0.009,870366.0,0.879,-0.129,870770.647,0.871,1000000
2015-10-14,-0.015,404.647,-11730.0,-0.013,858636.0,0.871,-0.141,859040.647,0.859,1000000
2015-10-15,-0.013,404.647,14858.0,0.017,873494.0,0.859,-0.126,873898.647,0.874,1000000
2015-10-16,-0.012,404.647,4692.0,0.005,878186.0,0.874,-0.121,878590.647,0.879,1000000
2015-10-19,-0.012,404.647,2346.0,0.003,880532.0,0.879,-0.119,880936.647,0.881,1000000
2015-10-20,-0.012,404.647,4692.0,0.005,885224.0,0.881,-0.114,885628.647,0.886,1000000
2015-10-21,-0.012,404.647,-7820.0,-0.009,877404.0,0.886,-0.122,877808.647,0.878,1000000
2015-10-22,-0.012,404.647,8602.0,0.01,886006.0,0.878,-0.114,886410.647,0.886,1000000
2015-10-23,-0.01,404.647,10948.0,0.012,896954.0,0.886,-0.103,897358.647,0.897,1000000
2015-10-26,-0.01,404.647,3910.0,0.004,900864.0,0.897,-0.099,901268.647,0.901,1000000
2015-10-27,-0.01,404.647,-3128.0,-0.003,897736.0,0.901,-0.102,898140.647,0.898,1000000
2015-10-28,-0.012,404.647,-16422.0,-0.018,881314.0,0.898,-0.118,881718.647,0.882,1000000
2015-10-29,-0.012,404.647,0.0,0.0,881314.0,0.882,-0.118,881718.647,0.882,1000000
2015-10-30,-0.011,404.647,7038.0,0.008,888352.0,0.882,-0.111,888756.647,0.889,1000000
2015-11-02,-0.013,404.647,-17204.0,-0.019,871148.0,0.889,-0.128,871552.647,0.872,1000000
2015-11-03,-0.014,862959.249,-8593.398,-0.01,0.0,0.872,-0.137,862959.249,0.863,1000000
2015-11-04,-0.014,-452.929,-690.178,-0.001,862722.0,0.863,-0.138,862269.071,0.862,1000000
2015-11-05,-0.011,-452.929,28044.0,0.033,890766.0,0.862,-0.11,890313.071,0.89,1000000
2015-11-06,-0.009,-452.929,23616.0,0.027,914382.0,0.89,-0.086,913929.071,0.914,1000000
2015-11-09,-0.004,-452.929,40590.0,0.044,954972.0,0.914,-0.045,954519.071,0.955,1000000
